1,"This movie is strong, good script, great casting, excellent acting, and over the top directing. It is hard to fine a movie done this well, it is 29 years old and has aged well. Even if the viewer does not like mafia type of movies, he or she will watch the entire film, the audiences is glued to what will happen next as the film progresses. Its about, family, loyalty, greed, relationships, and real life. This is a great mix, and the artistic style make the film memorable."
1,"One of my all time favorite movies. Jack Nicholson has the part down perfect and the supporting cast of ""nuts"" seem to make it all come together perfectly. A low budget film that made millions. The film was set in the 60;s and filmed at the Montana State Hospital in Galen, Montana. The ""Chief"" in the movie is a good side kick of reality for Jacks character. The reality is also that of what happens to people once put into a insane asylum. Crazy or not. Many times the movie brings you to think, ""what if it was me""? I watch very few movies twice. This is a picture that you can do that ! The ""Ringleader"" Mr. McMurphy takes charge of movie from the beginning."
1,"After seeing The Godfather and improving it as one of my favorite films, I wanted to get more into The Godfather so I rented this. Words can't describe how great this sequel was. The acting once again was amazing and the story and how the movie went on just never got me bored. Everything in this movie was clearly beautiful. The ending by far was my favorite when there all sitting at the table talking. There were so many great scenes like Vito when he was younger, Fredo at the lake, and many many more. You have to see this movie because it's just brilliant filmaking. It's not better than it's first film but still an extremely worth sequel."
1,"This movie it's one of the greatest work from this director. From the start, it takes you to the very end of the movie. The performance of the actors are truly genius. The characters are emblematic. The movie takes you through a journey full of violence, drugs and blood. One of the big pros of this movie, its the fact that its divided on segments. Each of this segments, takes you to a different part of the sequence. And it's amazing how every single piece fits at the end of the movie. The script is genius. Also it's great to see Tarantino on screen. There's a lot of directors that tends to appear on their movie. The cast it's wonderful, couldn't be more perfect than this. You will be scared, you will laugh, you will dance, you will cry but mostly, you will be on suspense during the whole time. There's a lot of scenes that are very risky, talking about the photography and direction of the movie, but the story really fits. Genius movie."
1,"Such films like this should be enshrined in museums, simply due to the fact it destroyed the entire genre of mystery films. While this film was unique and captivating, no other mystery will ever accomplish this sort of cult status, single handedly shaping a genre. While most mysteries try to shock you too often with twists and even more twists, it turns out to be overkill. This film encompassed such ideas with flair and originality, which is probably the reason Brian Singer is sticking to sci-fi action films. Only Memento and The Game are the only recent mystery movies worthy enough to stand beside this film. Sadly, Singer has somewhat sold out by doing the X-Men movies, but I guess trying to make films like this would be too taxing. This film will always bring a smile to my face when I watch it with someone who hasn't seen this movie. A good viewing every time I watch it, the new special edition DVD is awesome."
1,"Leone's beautiful vision met with an epic story to create one of the most beautiful movies of all time. Four hours long but time melts away as you are transported into New York. In a movie where the importance of time is stressed, and how it should not be wasted, it is pleasing that this considerably long movie does not waste, rather enhance your time. Instead of regretting lost time we are instead left exhilarated and wondering. Performances all-round are fantastic right from the child performances, 'Noodles, I slipped' to the aged De Niro with a look in his eye that he has seen it all before. His weariness is astonishingly realistic and applause should be directed at De Niro and his method. A true masterpiece."
1,"Aamir does it again. what a movie .from start to the end, hilarious moments.screenplay is fantastic. full on comedy and yet it never looses its heart. Aamir pulls off a 22 year old character with brilliance. never for once you feel you are watching aamir .It was rancho on screen. sharman n madhavan - i bow down to them. music looks OK on cd but during movie it worked as a plus point. situational tracks works in the favour of film. runtime may sound a bit too much but believe me, you wont know when the first half is over. second half may seem a bit too hilarious but apart from that its a masterpiece. gr8 aamir ,another brilliant movie."
1,"It's simply ridiculous how underrated this movie is. It is one of the funniest movies I have ever seen. It never lags, it never slows down, it is a movie that has a wonderful flow to the plot. That along with the brilliant writing makes this an awesome movie. Aamir and Salman are outrageous, even Raveena and Karishma are funny in this movie. Paresh Rawal and Shakti deliver some great bad guy comedy, but Viju Khote and the Ajit-wannabe are the best with their dumbfounded bad-guy intentions. If you want to laugh, and enjoy a movie, watch this movie, do it with family or friends, you will not regret it. Most indian movies tire me out by the end, cause they are 3 hours long. This movie is just as long, but I wish there was more when it ends, cause it's an amazing flick."
1,"This is a movie that keeps you locked to the screen,because it has everything a great movie should have. A great story,a good length,tension,it is a WW2 movie and the actors give top performances.Not just Steve McQueen,although his performance is brilliant,but also James Garner,James Coburn,Richard Attenborough,Charles Bronson and in this film,one of the greatest roles Donald Pleasance,playing the forger. It isn't historically accurate,please read the book by Paul Brickhill,but that doesn't matter a bit. This film gives you an image of POW camp,the prisoners and their guards,the Germans are also played brilliantly by German actors. I will not repeat the story here,but I can tell you,this film will capture you,all the characters are portrayed brilliantly by the actors. There is excitement,humor,tension,drama and emotion. See it,you will not regret it."
1,"I was really disappointed when i saw that this film only had an average rating of 8 stars, it is my favourite film of all time, the greatest action film ever created, and i never tire of watching it Its quality stuff, from start to finish, no cheesy moment, which is what you need in a film, Bruce Willis went on to have a cheesefest in Armageddon, but he will never better his performance in this film ever again. It isn't just Bruce, its Alan Rickman as well who is fantastic, putting on a great German accent to be a ruthless, smart criminal, the film is everything, and to all of you who gave it a low rating, please watch it again and realize the beauty."
